node,vip,rf_imp,logp,lasso
C00386,0.119201086,0,0.021714076,0
C00387,0.468110223,0.000537793,0.420362145,0
C00388,0.113970946,0.000763748,0.018442617,0
C00390,0.052836146,0.001260002,0.003021434,0
C00398,0.078453881,0,0.00698543,0
C00399,0.042239847,0.001220187,0.001975739,0
C00408,0.135072247,0,0.032158482,0
C00410,0.260761331,2.10E-18,0.106429794,0
C00412,0.361462998,3.12E-18,0.10056908,0
C00415,0.045175879,0.000449767,0.000343505,0
C00416,0.210741113,0.001655196,0.289404007,0
C00417,0.154343899,0.000249102,0.064018105,0
C00427,0.177599767,0,0.117553011,0
C00430,0.271152116,0.001178884,0.006675725,0
C00438,0.299721478,0.000986917,0.007059767,0
C00440,0.108139179,1.14E-18,0.005322828,0
C00447,0.233361537,0.000837256,0.044933376,0
C00455,0.188779426,0.002410277,0.031886742,0
C00458,0.150174308,0.00186316,0.038856493,0
C00459,0.102863077,0.000510329,0.017942567,0
C00460,0.14368264,4.79E-19,0.028090518,0
C00468,0.223930336,1.25E-17,0.080759286,0
C00475,0.088561779,0.001970419,0.020631532,0
C00483,0.052378978,0.00013296,0.006358955,0
C00491,0.129995915,0.000467757,0.024718349,0
C00499,0.138357695,0.001037299,0.060513786,0
C00504,0.105681138,8.39E-19,0.009921172,0
C00506,0.059224307,9.59E-19,0.005103908,0
C00510,0.166605787,0.000507138,0.048497919,0
C00513,0.155906422,0.000236128,0.017928423,0
C00517,0.046104262,5.99E-20,0.002872676,0
C00526,0.023965474,0,0.000965015,0
C00527,0.073839309,0,0.006422052,0
C00532,0.237645567,2.40E-19,0.053665895,0
C00533,0.166766098,3.60E-19,0.045060025,0
C00535,0.227063123,1.02E-18,0.082785473,0
C00536,0.119247439,0,0.002337537,0
C00544,0.060632721,0,0.004985657,0
C00546,0.299219367,5.87E-18,0.019042765,0
C00547,0.200325947,0,0.032145228,0.226252397
C00555,0.28613548,0,0.011193445,0
C00570,0.175324019,0.000750343,0.040814352,0
C00576,0.356597931,2.40E-18,0.118857247,0
C00581,0.272008027,2.40E-19,0.024614345,0
C00582,0.056358651,1.20E-19,0.006776437,0
C00584,0.106275978,0.000517024,0.061236993,0
C00588,0.357025649,3.60E-18,0.117604085,0
C00601,0.113756821,9.59E-19,0.017855706,0
C00603,0.102308519,0,0.059987788,0
C00606,0.13235127,0.002747794,0.034617983,0
C00618,0.239258449,0.001747243,0.053807128,0
C00620,0.233778285,0.00175423,0.04568272,0
C00628,0.099044869,1.20E-19,0.013014781,0
C00630,0.042803901,1.20E-18,0.003692925,0
C00636,0.126816597,0.001084976,0.020533596,0
C00639,0.140766007,0.00301076,0.0912896,0
C00641,0.084369621,5.99E-20,0.071394071,0
C00642,0.102046784,0.0008824,0.017720853,0
C00655,0.467722184,0.000476224,0.420315921,0
C00665,0.348027296,0,0.252786721,0
C00669,0.015939087,0.002035295,0.001037097,0
C00670,0.3568639,1.20E-19,0.116925954,0
C00672,0.238244254,0.000680158,0.042404454,0
C00674,0.174825389,0,0.0430934,0
C00696,0.168670339,0.006565701,0.062741638,0
C00698,0.045779874,0.001071158,0.023594712,0
C00704,0.313229575,9.59E-19,0.090881176,0
C00705,0.070354488,0.001563646,0.003092676,0
C00712,0.320966212,0.003221496,0.098177338,0
C00719,0.355560059,1.20E-19,0.116090964,0
C00735,0.103842915,0,0.01423564,0
C00750,0.125610628,0,0.013998041,0
C00780,0.105120317,0,0.01423564,0
C00785,0.059096718,0,0.009135478,0
C00788,0.051398325,0.000256367,0.006528399,0
C00791,0.286031748,1.20E-19,0.118128271,0
C00800,0.242288288,0.000224883,0.053855283,0
C00811,0.020924187,0.001666673,0.001951093,0
C00818,0.239491732,3.00E-18,0.054988628,0
C00822,0.1580653,1.92E-18,0.01739677,0.128025024
C00836,0.196871157,0.0002664,0.033202488,0.012733779
C00842,0.176392198,0.001168878,0.041303333,0
C00857,0.11337337,0.001095691,0.009077123,0.086117211
C00877,0.375223556,0.000994778,0.120996669,0
C00881,0.087522847,0.003573558,0.009543856,0
C00882,0.626199454,0.018427541,0.512949669,0
C00884,0.206087953,0,0.03829566,0
C00894,0.20548569,0.001781757,0.015545344,0
C00906,0.151466157,0.002310923,0.021446697,0
C00940,0.286166108,0.005253973,0.009749223,0
C00951,0.232054233,0,0.087531904,0
C00954,0.125610628,0,0.013998041,0
C00956,0.047686889,0,0.004623767,0
C00957,0.120212931,0.000268096,0.025255697,0
C00978,0.129343319,0,0.033421206,0
C00986,0.093969975,1.20E-18,0.010198389,0
C00993,0.286198911,0.001990884,0.004897732,0
C01013,0.133870545,0,0.023570427,0
C01024,0.188485036,0.002187813,0.004906026,0
C01026,0.272620569,9.59E-19,0.074419333,0
C01029,0.070780863,0,0.006633613,0
C01033,0.055464407,4.79E-19,0.003282946,0
C01051,0.175657385,0.000431776,0.00293436,0
C01054,0.260172737,1.20E-19,0.106414308,0
C01060,0.110568873,3.60E-19,0.008803571,0
C01079,0.170301733,0.000479751,0.026788471,0
C01094,0.237599754,0.002054223,0.081221789,0
C01097,0.237599701,0.002838604,0.081209835,0
C01103,0.174841177,0,0.018659044,0
C01107,0.200238851,0,0.015741617,0
C01120,0.192195045,0.003822891,0.008366751,0.119849216
C01127,0.061129354,0,0.024996275,0
C01134,0.226348462,0.000257594,0.052066219,0
C01137,0.048394305,0.000524911,0.010187306,0
C01149,0.299609621,0,0.163147769,0
C01161,0.175931567,0.001120314,0.037735017,0
C01164,0.256627272,5.99E-20,0.106175135,0
C01168,0.472105944,0.002271876,0.382276881,0
C01176,0.211344687,0,0.072680103,0
C01179,0.064355288,1.20E-19,0.000997173,0
C01180,0.051586775,0.00139079,0.030878156,0
C01181,0.278932382,0.000495694,0.106393647,0
C01185,0.091257556,3.83E-18,0.014898945,0
C01189,0.260841292,5.75E-18,0.10641415,0
C01197,0.084629026,0.000500165,0.010379067,0
C01210,0.269044559,0.008621388,0.008646697,0
C01220,0.041683582,1.92E-18,0.027335633,0
C01227,0.203176306,7.67E-18,0.057596806,0
C01243,0.106335223,0,0.00698543,0
C01245,0.041120569,0,0.010982452,0
C01272,0.040134255,5.99E-20,0.013536781,0
C01290,0.054319577,0.000263863,0.001873095,0
C01328,0.165536571,0,0.024770814,0
C01346,0.08500743,0.002831666,0.008158821,0
C01419,0.13748032,0.000462617,0.022791956,0
C01530,0.384926635,9.83E-18,0.133791862,0
C01561,0.256626053,6.71E-18,0.106357115,0
C01595,0.022902047,0.000247372,0.011779974,0
C01598,0.206687224,0.001464639,0.027776592,0.350220829
C01673,0.256624292,9.59E-19,0.10635712,0
C01697,0.214436412,4.79E-19,0.041695809,0
C01724,0.260172202,0.000265436,0.106414308,0
C01747,0.079916047,0,0.014689536,0
C01762,0.466871905,1.44E-18,0.420325048,0
C01802,0.244912284,0.001906903,0.110015302,0
C01832,0.348144558,0.000431776,0.116478047,0
C01879,0.286243102,0,0.008278161,0
C01885,0.301091291,3.83E-18,0.101464402,0
C01888,0.20908885,0.001567962,0.011272863,0
C01944,0.355578716,0.00196337,0.130537485,0
C01953,0.26076211,0.000419782,0.106398508,0
C01962,0.074144,0.001062941,0.00987738,0
C01996,0.175548699,0,0.052153448,0
C02041,0.336694256,0.001001431,0.082550702,0
C02050,0.063352548,3.60E-19,0.071634598,0
C02076,0.231186702,0,0.044162451,0
C02097,0.08513823,0.000896363,0.017641979,0
C02166,0.101734358,0.000266528,0.022121578,0
C02170,0.056800682,0.001479963,0.011318179,0
C02218,0.041448613,5.99E-20,0.052738743,0
C02220,0.154216708,0,0.013997989,0.505228078
C02225,0.149626289,2.40E-19,0.016158069,0
C02249,0.136022862,0.001175391,0.03580021,0
C02305,0.286436705,0.000255657,0.118845156,0
C02336,0.208020973,7.19E-19,0.040448547,0
C02356,0.105197613,0.000832134,0.002733957,0
C02373,0.260773605,0.000250584,0.106339806,0
C02442,0.147096697,7.67E-18,0.033240356,0
C02465,0.154490442,0,0.025039985,0
C02469,0.249323346,0.001947327,0.003730521,0
C02477,0.123546951,0,0.01423564,0
C02505,0.126583011,0.000540585,0.012179539,0
C02538,0.044822486,0,0.010393906,0
C02593,0.367985362,0.001991149,0.110038791,0
C02630,0.108469981,0.000255657,0.009357151,0
C02743,0.060868246,1.38E-18,0.007274007,0
C02744,0.10273814,0.002088669,0.011070696,0
C02838,0.246533558,0.002355387,0.030917557,0
C02918,0.109704524,0.000784797,0.013417489,0
C02934,0.102758532,0,0.01423564,0
C02939,0.066460338,0,0.009245303,0
C02944,0.373484823,1.20E-19,0.113872976,0
C02949,0.102814863,5.99E-20,0.00429166,0
C02953,0.066452815,0.001486738,0.001819781,0
C02967,0.337676234,0.001696424,0.080692978,0
C02990,0.357817735,0.001600546,0.083449736,0
C03035,0.127111321,0,0.052419734,0
C03069,0.125799031,5.99E-20,0.004560662,0
C03090,0.459954799,0.001722715,0.414654308,0
C03150,0.109683402,0.000520094,0.00264479,0
C03221,0.388469443,0.00107944,0.141122616,0
C03231,0.122441505,0.000788244,0.015918563,0
C03263,0.114764642,0.001456825,0.019351614,0
C03319,0.139051229,0.001178185,0.008168414,0
C03344,0.037012048,0.000263278,0.005251409,0
C03345,0.037889345,0.001823907,0.005981244,0
C03372,0.074989069,0,0.00698543,0
C03373,0.479887448,0.00298687,0.414579953,0
C03410,0.418256318,0.001001268,0.242999261,0
C03454,0.119017879,1.20E-19,0.010430415,0
C03460,0.055734139,0.000492437,0.003377811,0
C03461,0.262657403,0.001749632,0.152130268,0
C03492,0.286207752,1.32E-18,0.016278769,0
C03595,0.052258107,0.002922253,0.004027113,0
C03681,0.16076614,0,0.054166915,0
C03684,0.057850302,0,0.00956726,0
C03691,0.111216561,0.000530725,0.008135359,0
C03740,0.264365755,0,0.152387516,0
C03758,0.024850143,0.001617748,0.003911798,0
C03765,0.029337007,0.000773464,0.001269377,0
C03785,0.237599701,0.00241241,0.081209835,0
C03793,0.357795039,0,0.234957348,0
C03845,0.260839552,1.20E-18,0.10641415,0
C03912,0.286318062,0,0.008642745,0
C03917,0.203025866,0,0.077210642,0
C04042,0.148058337,0,0.006275616,0
C04043,0.08090287,0.000259066,0.001100375,0
C04047,0.159553436,0.001731371,0.021870874,0
C04062,0.106335223,0,0.00698543,0
C04063,0.106335223,0,0.00698543,0
C04079,0.02811315,0.000267718,0.000759593,0
C04185,0.110529852,0.000573453,0.017551709,0
C04188,0.108683378,0.00366475,0.005340392,0
C04233,0.357068487,9.59E-19,0.118476613,0
C04244,0.111186166,0,0.023544786,0
C04257,0.418332133,5.27E-18,0.243269714,0
C04281,0.229912057,0.000281593,0.07893043,0
C04295,0.215945497,5.99E-20,0.080926505,0
C04352,0.074287172,0.000278538,0.002521901,0
C04405,0.016573497,0.002234319,0.008709479,0
C04477,0.106335223,0,0.00698543,0
C04506,0.078211737,3.83E-18,0.008682944,0
C04555,0.080976223,0,0.00698543,0
C04677,0.359764809,0.0005213,0.288421429,0
C04717,0.171486551,0,0.050903552,0
C04748,0.155948006,0.001948575,0.026363555,0
C04805,0.151053076,1.98E-18,0.080234877,0
C04925,0.136262295,0,0.01423564,0
C05103,0.145456805,0.005096669,0.040581772,0
C05107,0.256627941,5.99E-20,0.106372745,0
C05108,0.260174064,0,0.106414308,0
C05109,0.260172586,0.000277045,0.106414308,0
C05127,0.028550767,0,0.001387732,0
C05130,0.054374642,0,0.002834471,0
C05138,0.206357856,0,0.070335811,0
C05139,0.188071638,4.79E-19,0.051487326,0
C05141,0.236336935,1.20E-19,0.093500559,0
C05235,0.291006383,0.001261606,0.008237417,0
C05258,0.06052822,0.000764707,0.15948062,0
C05259,0.161684549,0,0.124249223,0
C05260,0.371111441,0.000727411,0.106272083,0
C05261,0.031045992,2.88E-18,0.117907942,0
C05262,0.357322608,1.20E-19,0.110507279,0
C05263,0.084130977,0.000530334,0.08940228,0
C05264,0.364229182,0.00100514,0.122841527,0
C05265,0.169741965,0.000264463,0.137416932,0
C05266,0.10706404,0.001898074,0.108308327,0
C05267,0.218881452,0.00146591,0.110555768,0
C05268,0.085690827,0.003533722,0.106295215,0
C05269,0.159721849,0.001004726,0.175559699,0
C05270,0.368486702,0.001093404,0.17778999,0
C05271,0.383354938,9.59E-19,0.183784668,0
C05272,0.381581341,1.92E-18,0.131500129,0
C05273,0.121023739,0.001536676,0.134493487,0
C05274,0.341579333,4.91E-18,0.086562882,0
C05275,0.354722047,0.001811112,0.10169122,0
C05276,0.358866574,0.000263278,0.114369105,0
C05279,0.114606926,0,0.006482145,0
C05280,0.149678754,0,0.047524268,0
C05298,0.234900172,0.000449767,0.088342745,0
C05299,0.230093686,1.92E-18,0.085413123,0
C05300,0.236947828,9.59E-19,0.094288643,0
C05301,0.229566448,5.27E-18,0.083074647,0
C05302,0.231531284,0,0.084164738,0
C05332,0.201344969,0.00052807,0.020737979,0.206766084
C05350,0.05223911,0.000239876,0.01369756,0
C05382,0.231221755,0.000252994,0.043327038,0
C05401,0.240317214,0,0.0259722,0
C05437,0.25543448,0.001249615,0.101225973,0
C05439,0.260840429,0,0.10641415,0
C05443,0.256625545,0.000242874,0.106372745,0
C05498,0.122077162,0,0.021612469,0
C05499,0.107632064,0,0.00698543,0
C05500,0.260755553,0.000431776,0.106427713,0
C05501,0.090977245,3.83E-18,0.017102738,0
C05502,0.260776025,0.000231309,0.106398508,0
C05512,0.256165877,5.99E-20,0.052769949,0
C05527,0.045587562,0.002896986,0.003241042,0
C05528,0.271941659,0.000768043,0.010697479,0.142562935
C05546,0.167452824,0,0.037173445,0
C05576,0.115033184,0.00051797,0.034038019,0
C05577,0.083508924,0.000507594,0.020885607,0
C05578,0.034449628,0.000514343,0.001876838,0
C05579,0.084907133,0.000224883,0.010816876,0
C05580,0.166843638,0.000551719,0.034735144,0
C05581,0.195017563,0.001576566,0.028711886,0
C05582,0.04109111,0,4.28E-05,0
C05583,0.105820132,3.83E-18,0.026728959,0
C05584,0.088500642,0.000530277,0.019974797,0
C05587,0.092932341,5.99E-20,0.011895155,0
C05588,0.085438916,0.001221535,0.005598626,0
C05590,0.178444232,0.001229068,0.011645401,0
C05594,0.007804459,8.15E-18,0.003541023,0
C05604,0.021109881,0.00026429,0.00035274,0
C05634,0.000474771,0,0,0
C05635,0.077059805,0,0.00698543,0
C05636,0.115327859,0,0.02533824,0
C05637,0.10649563,0.000262567,0.016775593,0
C05639,0.12489253,0,0.01423564,0
C05642,0.179206611,0,0.047695347,0
C05643,0.221720146,0.00053262,0.020498347,0
C05647,0.080474171,0,0.00698543,0
C05648,0.083974085,0,0.01423564,0
C05660,0.166523494,0,0.018937349,0
C05665,0.20517788,0,0.050741409,0
C05668,0.056686115,1.20E-19,0.017333181,0
C05764,0.031152069,0,0.001225668,0
C05766,0.154200722,0.007781535,0.000222709,0
C05824,0.037649142,0.00209781,0.019039342,0
C05827,0.001194628,0,0,0
C05841,0.028918481,0.002266799,0.000118022,0
C05842,0.164602406,0.000267513,0.037173445,0
C05843,0.164602406,0,0.037173445,0
C05951,0.103112673,0.001852817,0.001400438,0
C05952,0.103737729,4.79E-18,0.005450788,0
C05953,0.15894127,0.002312721,0.053534022,0
C05954,0.097526925,0.000690741,0.038366548,0
C05957,0.182893575,0.002612134,0.118619334,0
C05961,0.140049195,0.001034218,0.060540837,0
C05963,0.044044868,0.001581579,0.035567524,0
C05989,0.08245408,4.31E-18,0.02786693,0
C05993,0.29851997,0.001793893,0.02152692,0
C06001,0.086683976,0.000257292,0.014789059,0
C06123,0.135175056,5.99E-20,0.040432705,0
C06124,0.082820324,0.000258616,0.006508359,0
C06199,0.113691399,0.000990616,0.027068103,0
C06212,0.038411271,0.000353882,0.002751645,0
C06213,0.008294607,0,0,0
C06350,0.08293884,0.00049157,0.013882036,0
C06425,0.054044911,0.001547198,0.031495874,0
C06426,0.041102461,0.005267584,0.012820136,0
C06427,0.097091119,0.001414794,0.039085832,0
C06428,0.184119271,0.002394772,0.063444467,0
C06429,0.11281303,0.003460948,0.027660864,0
C06472,0.085192141,0,0.014435045,0
C07297,0.093249765,0,0.006420147,0
C07712,0.256622798,0.001500824,0.10635712,0
C10905,0.24203412,0.000359813,0.117243188,0
C10orf55,0.433126584,1.92E-18,0.334398811,0
C10orf62,0.11329549,2.16E-18,0.056010986,0
C10orf82,0.550017872,0.004325062,0.664771447,0
C11278,0.145009564,0,0.018733612,0
C11455,0.260172285,0.00025701,0.106414308,0
C11orf1,0.355978619,0.001059436,0.104100179,0
C11orf16,0.069209262,0.001419169,0.004549407,0
C11orf45,0.753501754,0.001220638,0.648284089,0
C11orf49,0.208437645,0.004374402,0.032953681,0
C11orf54,0.230977898,0.002505156,0.035587473,0
C11orf87,0.481742065,0.001902514,0.431853069,0
C12144,0.130143477,0,0.023701653,0
C12145,0.083997196,0.000266862,0.010501753,0
C12orf40,0.091528909,0.002881246,0.008435351,0
C13482,0.321299804,0.000761958,0.10372191,0
C14791,0.187316851,0.000265051,0.014467003,0.458096898
C14792,0.072228627,0.000533548,0.000738522,0
C14825,0.104004295,1.92E-18,0.042173368,0
C14826,0.156580967,0.002841487,0.00474368,0
C14848,0.082495904,0,0.00698543,0
C14855,0.081903152,0.000261683,0.003904474,0
C14856,0.171167949,0.000224883,0.054417005,0
C14863,0.089557348,0,0.00698543,0
C14orf119,0.11536232,0.002581324,0.011462811,0
C14orf180,0.208998212,0.001607994,0.306579124,0
C15025,0.30081915,0.000533532,0.004987384,0
C15522,0.023368591,5.75E-18,0.000871219,0
C15668,0.286157208,1.68E-18,0.020911959,0
C15915,0.265535475,3.60E-19,0.106683094,0
C15orf65,0.461690567,0.003422612,0.389496017,0
C16163,0.141026247,0.000554804,0.044069842,0
C16164,0.153428656,2.22E-18,0.043225065,0
C16165,0.079916635,0.0031848,0.038933577,0
C16167,0.171432933,0.001160398,0.079592818,0
C16168,0.274527577,0,0.069216451,0.075646501
C16169,0.188666763,0.006412023,0.09617289,0
C16171,0.043541199,0.002104694,0.028813966,0
C16172,0.093491274,0.002361246,0.030540076,0
C16173,0.109416709,0.000747305,0.072108995,0
C16179,0.111945118,0.002116922,0.020175881,0
C16180,0.221376414,1.26E-18,0.07589034,0.099095522
C16216,0.285459866,0.002438432,0.10163193,0
C16218,0.385860711,0.001034975,0.124035667,0
C16orf54,0.046772817,0,0.013603603,0
C17937,0.073186781,9.59E-19,0.002709361,0
C17orf50,0.267432098,0.001193066,0.086050595,0
C18043,0.086812143,0.00071989,0.022145343,0
C18044,0.104184585,0.005649634,0.003171704,0
C18231,0.256622839,4.07E-18,0.106325856,0
C18orf25,0.280417409,0.001679129,0.144331998,0
C18orf54,0.498352841,0.002464149,0.246741673,0
C19691,0.145776039,0.001746993,0.030947397,0
C19orf25,0.24489705,0.000224883,0.096145404,0
C19orf44,0.068108245,4.79E-19,0.020595714,0
C19orf47,0.557447312,0.001796184,0.639873505,0
C19orf54,0.513847623,6.77E-18,0.540059882,0
C1D,0.168588068,0.000532872,0.023582333,0
C1orf116,0.470594249,0.001823006,0.265537813,0
C1orf131,0.277678879,1.20E-19,0.137266823,0
C1orf174,0.429834297,0.001460897,0.20544275,0
C1orf216,0.422699308,0.00149461,0.206082443,0
C1orf35,0.333164983,1.20E-18,0.228960929,0
C1orf50,0.275614504,0.000739187,0.125448196,0
C1orf74,0.054708012,0.000518131,0.019189815,0
C1orf94,0.265277619,0.002332362,0.073650753,0
C1QL4,0.389451662,0.003774441,0.243481977,0
C1QTNF2,0.400986125,0.001797042,0.204937732,0
C20120,0.200301314,0.005124537,0.020914623,0.053832467
C20orf202,0.49068389,0.000456686,0.064269256,0
C20orf85,0.084581992,0.00451925,0.013430227,0
C21orf58,0.518760878,0.001036042,0.559960908,0
C22orf15,0.141250648,0.000259303,0.221975938,0
C2CD6,0.102939934,0.001372802,0.066244007,0
C2orf42,0.195915417,0.001543306,0.057558778,0
C2orf68,0.382947652,0.001762887,0.236207147,0
C3,0.235873257,0,0.054882229,0
C4orf17,0.0777226,0.000359891,0.057752952,0
C4orf3,0.330706103,0.002266809,0.135035334,0
C4orf33,0.248122934,0.001149839,0.104083873,0
C4orf45,0.02408041,4.55E-18,0.015960159,0
C4orf46,0.401818326,0.0025102,0.150749471,0
C5,0.17271166,2.40E-19,0.012118363,0
C6orf15,0.103050408,0.000539905,0.021335996,0
C7orf31,0.574173977,1.80E-18,0.633823788,0
C7orf50,0.167478339,5.03E-18,0.069516074,0
C7orf57,0.06965148,0.001890457,0.001697144,0
C8A,0.105571414,0.000511942,0.014630051,0
C8orf33,0.341832728,0.001750561,0.148770701,0
C8orf48,0.354460553,0.000517232,0.184113609,0
C9orf152,0.55823706,0.00393296,0.5124021,0
C9orf24,0.041483358,0.002010301,0.437840685,0
C9orf57,0.119127247,9.59E-19,0.054002779,0
CA8,0.119995831,0.002361569,0.138374429,0
CAB39,0.224654768,0.001211153,0.023936309,0
CABP2,0.067922234,0,0.006094963,0
CABP5,0.074647091,0,0.000354078,0
CACFD1,0.536447229,0.032559446,0.711043451,0
CACNB3,0.535136362,0.004621085,0.402865244,0
CACNB4,0.261625327,0.000804672,0.312587476,0
CACNG1,0.066604908,0.004610079,0.312933499,0
CACTIN,0.167863414,0.000242874,0.048339632,0
CADPS,0.339811211,0.003168312,0.038119286,0
CAGE1,0.133863583,0.000925235,0.089305142,0
CALCOCO1,0.345271302,0.000907238,0.162663993,0
CALM1,0.776996566,0.018662663,0.753210626,0
CALM2,0.065901542,1.08E-18,0.002713779,0
CALM3,0.281432677,9.59E-19,0.08675616,0
CALR,0.508045606,1.08E-18,0.504171032,0
CAMK2A,0.162680835,0.00433673,0.337677337,0
CAMK2B,0.321439792,0.000665345,0.292906749,0
CAMK2D,0.465188856,0,0.348772517,0
CAMK2G,0.782273097,0.014596247,0.584976971,0
CAMKMT,0.139679661,0.003241357,0.008363213,0
CAMLG,0.386433232,0.000239876,0.221889695,0
CAMSAP1,0.187039583,0,0.021210032,0
CAMSAP3,0.558493173,5.99E-18,0.549743305,0
CAPG,0.62569714,0.000274144,0.575327382,0
CAPN3,0.109622379,0.000566706,0.035681808,0
CAPN7,0.264756006,0,0.054220426,0
CARD10,0.10957529,0.000993093,0.034523384,0
CARNMT1,0.254798192,0,0.072381458,0
CARTPT,0.439924123,0.001066956,0.143042803,0
CASK,0.145290925,0.003003379,0.004169483,0
CASP1,0.410736679,0.000258127,0.282565082,0
CASP7,0.16095214,0.001542163,0.060187191,0
CASP8AP2,0.330586019,1.92E-18,0.182909669,0
CASQ1,0.082156168,0.001047177,0.533208932,0
CASTOR1,0.233671091,0.001673402,0.01695792,0
CAVIN1,0.645828392,1.20E-19,0.475270644,0
CAVIN2,0.733015003,0.001997743,0.489171615,0
CAVIN3,0.28824699,5.87E-18,0.144892137,0
CAVIN4,0.139619944,0,0.017616323,0
CBFA2T2,0.270457612,0.000261155,0.150122699,0
CBFA2T3,0.529445216,0.012862742,0.315698439,0
CBLB,0.357010871,0.001204617,0.161474595,0
CBS,0.278113031,0.000877848,0.184368528,0
CBSL,0.209660911,0.000224883,0.1160814,0
CBWD1,0.318551631,0.000257594,0.209616122,0
CBWD3,0.139780195,0.001688529,0.015857298,0
CBWD5,0.279689419,4.79E-19,0.102495192,0
CBX1,0.617159527,0.018408198,0.354492728,0
CBX2,0.556306235,0.016595742,0.699178458,0
CBX3,0.57452572,0.006926753,0.607973553,0
CBX5,0.114578623,4.79E-19,0.045483077,0
CBX8,0.617533216,0.046322045,0.801066439,0
CBY1,0.16474193,0.000976112,0.034182789,0
CCBE1,0.622747476,0.010415466,0.768062022,0
CCDC102B,0.165411734,0.00204029,0.04522997,0
CCDC103,0.060782461,0.00040479,0.003931128,0
CCDC105,0.085947178,9.59E-19,0.162234132,0
CCDC106,0.332899247,0.000265508,0.16432552,0
CCDC107,0.160708017,0.000239876,0.086981116,0
